person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
37,65000,RENT,2.0,PERSONAL,B,20000,10.25,0.31,N,16,yes
53,138000,RENT,4.0,PERSONAL,B,15000,12.69,0.11,N,21,yes
26,110000,MORTGAGE,10.0,HOMEIMPROVEMENT,C,23750,12.99,0.22,Y,4,no
24,85000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,12000,7.88,0.14,N,3,no
22,20796,RENT,1.0,DEBTCONSOLIDATION,D,10775,15.37,0.52,Y,2,yes
25,50500,RENT,4.0,VENTURE,B,15000,11.14,0.3,N,4,no
22,15000,RENT,3.0,EDUCATION,B,3000,9.91,0.2,N,3,yes
31,121000,RENT,15.0,HOMEIMPROVEMENT,D,18400,,0.15,Y,10,no
24,18000,RENT,5.0,EDUCATION,C,3000,15.27,0.17,N,2,yes
31,78000,RENT,10.0,MEDICAL,B,25000,10.75,0.32,N,8,yes
28,53100,RENT,4.0,MEDICAL,D,3000,,0.06,N,9,yes
24,120000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,16000,9.63,0.13,N,2,no
21,44000,MORTGAGE,5.0,VENTURE,D,7500,12.92,0.17,N,4,yes
24,80000,MORTGAGE,4.0,VENTURE,A,3000,6.99,0.04,N,2,no
25,30000,RENT,4.0,MEDICAL,C,1400,13.11,0.05,N,2,no
28,113000,RENT,9.0,DEBTCONSOLIDATION,C,19975,13.92,0.18,N,9,yes
29,120000,OWN,5.0,MEDICAL,B,8000,11.11,0.07,N,10,no
24,100860,MORTGAGE,8.0,HOMEIMPROVEMENT,A,6000,5.99,0.06,N,4,no
23,62000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,9000,11.03,0.15,N,2,yes
22,70000,RENT,4.0,EDUCATION,C,27500,13.06,0.39,Y,3,yes
33,75000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,7500,10.08,0.1,N,9,yes
22,45000,RENT,1.0,DEBTCONSOLIDATION,C,20000,13.92,0.44,Y,3,yes
21,30720,RENT,5.0,EDUCATION,C,18000,13.48,0.59,Y,4,yes
23,85000,RENT,7.0,EDUCATION,D,15000,14.59,0.18,N,4,no
30,36432,RENT,1.0,EDUCATION,D,19000,15.21,0.52,Y,5,yes
33,48000,RENT,17.0,DEBTCONSOLIDATION,B,3500,11.86,0.07,N,10,no
29,27919,RENT,,VENTURE,B,5000,,0.18,N,10,no
25,70000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,15600,11.71,0.22,N,3,no
23,30000,RENT,1.0,MEDICAL,C,5200,15.96,0.17,Y,3,no
27,60000,RENT,11.0,VENTURE,B,20000,10.51,0.33,N,7,yes
22,59317,RENT,5.0,VENTURE,B,5000,11.48,0.08,N,4,no
27,60000,MORTGAGE,7.0,MEDICAL,B,3400,,0.06,N,7,no
21,35000,OWN,2.0,MEDICAL,A,11000,7.88,0.31,N,2,no
46,107000,OWN,17.0,VENTURE,C,4000,13.49,0.04,N,14,no
28,604000,MORTGAGE,12.0,PERSONAL,B,25000,9.01,0.04,N,9,yes
23,100000,MORTGAGE,0.0,PERSONAL,A,7000,8.59,0.07,N,3,no
22,75000,OWN,6.0,EDUCATION,A,4800,8.0,0.06,N,2,no
25,18000,MORTGAGE,1.0,MEDICAL,B,4000,,0.22,N,3,yes
22,58000,RENT,0.0,DEBTCONSOLIDATION,C,20000,13.11,0.34,N,2,yes
37,37000,OWN,5.0,VENTURE,B,6075,11.86,0.16,N,14,no
23,62000,MORTGAGE,6.0,EDUCATION,B,1800,11.71,0.03,N,3,no
26,52000,MORTGAGE,10.0,PERSONAL,A,3000,9.63,0.06,N,3,no
21,41000,RENT,4.0,DEBTCONSOLIDATION,B,8000,9.91,0.2,N,4,yes
29,52000,RENT,11.0,PERSONAL,B,4500,9.91,0.09,N,10,no
25,52000,MORTGAGE,7.0,MEDICAL,A,6000,7.66,0.12,N,2,no
30,119000,MORTGAGE,14.0,PERSONAL,C,25000,12.73,0.21,Y,8,no
25,33000,RENT,3.0,VENTURE,A,10000,7.51,0.3,N,4,no
21,24000,RENT,2.0,MEDICAL,D,4000,14.84,0.17,Y,2,yes
37,85000,MORTGAGE,19.0,HOMEIMPROVEMENT,B,10000,9.99,0.12,N,16,no
39,38400,RENT,5.0,VENTURE,B,10850,10.99,0.28,N,14,no
22,62496,RENT,6.0,PERSONAL,B,10000,11.89,0.16,N,3,yes
24,40000,RENT,2.0,DEBTCONSOLIDATION,B,3600,11.12,0.09,N,3,no
37,24000,RENT,5.0,DEBTCONSOLIDATION,B,10000,9.76,0.42,N,13,yes
23,72000,MORTGAGE,7.0,MEDICAL,B,5975,,0.08,N,3,no
25,65000,MORTGAGE,2.0,MEDICAL,B,10000,10.75,0.15,N,4,no
27,30000,RENT,0.0,PERSONAL,D,10000,15.31,0.33,N,7,yes
22,57336,RENT,6.0,MEDICAL,D,16000,17.27,0.28,N,3,yes
27,81300,RENT,3.0,VENTURE,B,29000,12.69,0.36,N,6,yes
25,34000,RENT,10.0,DEBTCONSOLIDATION,B,20000,8.88,0.59,N,2,yes
33,124000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,14000,6.03,0.11,N,10,no
23,85000,RENT,5.0,DEBTCONSOLIDATION,A,10000,6.17,0.12,N,4,no
22,35325,RENT,2.0,HOMEIMPROVEMENT,D,6500,15.95,0.18,N,2,yes
23,68000,MORTGAGE,4.0,MEDICAL,D,8000,15.33,0.1,N,3,yes
23,44000,RENT,1.0,MEDICAL,C,5000,13.99,0.11,Y,2,yes
53,80000,OWN,8.0,PERSONAL,A,15000,6.62,0.19,N,24,no
42,40000,RENT,0.0,PERSONAL,D,10000,16.0,0.25,N,12,yes
30,180000,MORTGAGE,5.0,MEDICAL,A,14000,6.03,0.08,N,9,no
26,154000,MORTGAGE,5.0,MEDICAL,B,12400,11.83,0.08,N,4,no
29,20400,RENT,4.0,HOMEIMPROVEMENT,A,2000,7.9,0.1,N,9,yes
26,45500,RENT,2.0,EDUCATION,B,9400,9.91,0.21,N,2,no
42,37000,RENT,0.0,EDUCATION,C,15200,14.26,0.41,Y,16,yes
23,54000,RENT,7.0,MEDICAL,B,4500,,0.08,N,3,yes
26,42000,RENT,2.0,VENTURE,C,4800,14.27,0.11,N,2,yes
30,28000,RENT,5.0,PERSONAL,C,12000,14.22,0.43,N,8,yes
26,33800,RENT,4.0,EDUCATION,C,13000,13.57,0.38,N,4,yes
21,17500,RENT,0.0,DEBTCONSOLIDATION,C,4000,13.22,0.23,Y,4,yes
25,39000,RENT,4.0,PERSONAL,C,8000,11.34,0.21,Y,2,yes
22,44000,RENT,0.0,MEDICAL,D,12250,15.99,0.28,Y,2,yes
22,49000,RENT,0.0,EDUCATION,D,7600,15.62,0.16,N,4,yes
21,42000,RENT,5.0,VENTURE,D,1000,15.58,0.02,N,4,yes
24,72400,MORTGAGE,4.0,HOMEIMPROVEMENT,C,35000,13.99,0.48,N,4,no
29,100000,RENT,0.0,EDUCATION,C,5000,12.23,0.05,N,8,no
24,56004,MORTGAGE,5.0,DEBTCONSOLIDATION,B,6000,10.0,0.11,N,3,yes
22,30000,RENT,,VENTURE,E,8000,,0.27,N,3,yes
25,19800,RENT,9.0,MEDICAL,D,3625,16.29,0.18,N,2,yes
24,78386,OWN,3.0,EDUCATION,A,4000,5.42,0.05,N,3,no
27,15000,RENT,2.0,EDUCATION,C,3000,13.23,0.2,N,7,yes
23,25000,RENT,6.0,PERSONAL,C,8000,13.61,0.32,Y,4,yes
22,75000,RENT,6.0,EDUCATION,C,2000,13.43,0.03,N,3,no
30,65144,MORTGAGE,9.0,MEDICAL,E,5000,16.35,0.07,Y,6,yes
23,51000,RENT,3.0,DEBTCONSOLIDATION,E,7200,14.67,0.14,N,3,yes
22,51012,RENT,1.0,PERSONAL,D,20000,17.49,0.39,Y,4,yes
23,50000,MORTGAGE,1.0,PERSONAL,A,9000,,0.18,N,2,no
28,29000,RENT,4.0,DEBTCONSOLIDATION,D,10000,16.77,0.34,N,10,yes
28,48000,RENT,4.0,VENTURE,D,2000,14.96,0.04,N,5,no
25,69000,MORTGAGE,4.0,EDUCATION,C,4500,14.65,0.07,Y,2,yes
23,54000,RENT,7.0,PERSONAL,D,10000,14.11,0.19,N,2,yes
34,93100,RENT,2.0,HOMEIMPROVEMENT,C,8000,,0.09,N,9,no
23,27000,OWN,,EDUCATION,B,5000,10.65,0.19,N,4,no
32,73527,MORTGAGE,11.0,EDUCATION,B,12000,12.42,0.16,N,7,no
24,59393,MORTGAGE,4.0,DEBTCONSOLIDATION,B,2400,12.69,0.04,N,4,no
37,45000,OWN,5.0,VENTURE,A,10800,6.03,0.24,N,14,no
23,33000,OWN,5.0,VENTURE,B,3600,11.58,0.11,N,4,no
23,82000,MORTGAGE,0.0,MEDICAL,A,14400,,0.18,N,2,no
21,30000,MORTGAGE,0.0,EDUCATION,B,2400,11.71,0.08,N,3,no
22,4800,RENT,0.0,MEDICAL,C,1200,14.26,0.25,Y,2,yes
32,64000,MORTGAGE,2.0,EDUCATION,A,8000,6.76,0.13,N,7,no
27,122000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,8000,7.88,0.07,N,6,no
30,23000,RENT,5.0,VENTURE,A,14000,7.88,0.61,N,6,yes
36,138000,MORTGAGE,0.0,VENTURE,C,10000,13.98,0.07,Y,15,no
26,90000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,10000,6.62,0.11,N,4,no
24,150000,MORTGAGE,3.0,MEDICAL,C,15000,,0.1,N,2,no
28,115000,MORTGAGE,3.0,MEDICAL,A,18500,,0.16,N,7,no
27,40000,RENT,1.0,MEDICAL,C,7200,13.22,0.18,N,6,no
29,33000,RENT,2.0,EDUCATION,C,1700,15.23,0.05,Y,5,no
26,30000,RENT,0.0,HOMEIMPROVEMENT,D,1500,14.61,0.05,Y,3,yes
27,12000,OWN,0.0,EDUCATION,D,8125,14.42,0.68,Y,5,yes
22,20000,RENT,3.0,EDUCATION,D,6250,,0.31,Y,3,yes
22,18000,RENT,1.0,MEDICAL,B,1800,12.18,0.1,N,3,yes
25,59004,RENT,1.0,VENTURE,D,15000,15.58,0.25,N,2,yes
33,106000,MORTGAGE,2.0,EDUCATION,A,6000,8.49,0.06,N,8,no
32,30000,MORTGAGE,2.0,EDUCATION,D,6000,15.31,0.2,Y,8,no
25,142800,MORTGAGE,9.0,MEDICAL,F,10000,18.25,0.06,N,4,yes
22,19200,RENT,4.0,HOMEIMPROVEMENT,D,8000,16.29,0.42,Y,3,yes
25,12000,RENT,3.0,DEBTCONSOLIDATION,C,4350,12.98,0.36,Y,4,yes
27,120000,MORTGAGE,7.0,EDUCATION,A,3775,,0.03,N,6,no
32,30960,RENT,5.0,VENTURE,B,5000,11.49,0.16,N,10,no
24,13288,RENT,5.0,VENTURE,D,2400,17.27,0.18,N,2,yes
26,33600,RENT,4.0,DEBTCONSOLIDATION,B,6000,10.71,0.18,N,3,no
23,85000,RENT,7.0,MEDICAL,B,10000,11.89,0.12,N,4,no
24,20000,RENT,0.0,MEDICAL,C,8000,12.41,0.4,Y,4,yes
23,50000,RENT,1.0,DEBTCONSOLIDATION,A,12000,6.54,0.24,N,3,no
26,49493,MORTGAGE,6.0,VENTURE,C,15250,13.11,0.31,Y,3,yes
27,87988,MORTGAGE,5.0,DEBTCONSOLIDATION,C,20000,12.84,0.23,Y,10,no
23,34780,RENT,5.0,PERSONAL,D,7500,12.61,0.22,N,4,no
26,56000,RENT,7.0,MEDICAL,E,22000,17.19,0.39,N,3,yes
23,83300,MORTGAGE,0.0,MEDICAL,D,25000,,0.26,N,3,yes
24,66766,MORTGAGE,,HOMEIMPROVEMENT,A,9000,6.99,0.13,N,2,no
31,82000,MORTGAGE,15.0,DEBTCONSOLIDATION,A,9000,5.42,0.11,N,10,no
25,37200,RENT,6.0,HOMEIMPROVEMENT,A,9600,5.99,0.26,N,4,yes
25,225000,MORTGAGE,0.0,VENTURE,F,25000,18.67,0.11,N,2,no
27,86260,MORTGAGE,11.0,EDUCATION,C,18000,13.72,0.21,Y,7,yes
27,129996,MORTGAGE,2.0,VENTURE,D,12800,14.84,0.1,Y,7,yes
24,88000,MORTGAGE,8.0,DEBTCONSOLIDATION,F,30000,18.62,0.34,N,3,yes
32,70000,RENT,2.0,EDUCATION,A,9850,7.75,0.14,N,5,no
36,50000,RENT,5.0,EDUCATION,A,6500,,0.13,N,15,no
31,40000,RENT,2.0,DEBTCONSOLIDATION,C,14600,,0.36,Y,5,yes
25,30000,RENT,2.0,VENTURE,E,5200,17.19,0.17,Y,2,yes
25,67500,RENT,2.0,EDUCATION,A,7200,7.88,0.11,N,4,no
34,128148,MORTGAGE,2.0,DEBTCONSOLIDATION,A,15000,5.99,0.12,N,6,no
23,44400,RENT,2.0,DEBTCONSOLIDATION,A,7100,6.99,0.16,N,3,yes
29,48000,RENT,4.0,MEDICAL,B,10000,10.62,0.21,N,10,no
24,48000,MORTGAGE,0.0,EDUCATION,B,4400,11.83,0.09,N,2,no
25,32000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,2500,7.68,0.08,N,3,yes
26,24000,MORTGAGE,10.0,MEDICAL,A,5000,7.66,0.21,N,3,yes
22,18000,RENT,2.0,DEBTCONSOLIDATION,C,5400,15.23,0.3,N,4,yes
28,30000,RENT,2.0,DEBTCONSOLIDATION,B,6000,11.49,0.2,N,9,yes
25,42264,RENT,3.0,DEBTCONSOLIDATION,B,3000,10.71,0.07,N,2,no
47,59827,MORTGAGE,9.0,EDUCATION,D,6000,15.58,0.1,N,15,yes
28,33000,MORTGAGE,9.0,PERSONAL,A,4000,7.9,0.12,N,8,yes
28,100511,RENT,1.0,DEBTCONSOLIDATION,D,21000,,0.21,Y,5,yes
27,18000,RENT,2.0,PERSONAL,D,2500,14.74,0.14,N,8,yes
24,61499,MORTGAGE,8.0,DEBTCONSOLIDATION,D,19600,15.65,0.32,N,2,yes
24,39000,RENT,1.0,DEBTCONSOLIDATION,E,5000,16.77,0.13,Y,3,yes
24,54000,RENT,1.0,PERSONAL,E,20000,17.04,0.37,Y,3,yes
33,19200,RENT,0.0,MEDICAL,A,8000,7.66,0.42,N,6,yes
22,39868,MORTGAGE,2.0,DEBTCONSOLIDATION,D,2400,16.02,0.06,Y,4,yes
25,70000,MORTGAGE,9.0,EDUCATION,B,16000,12.18,0.23,N,4,no
26,29004,RENT,1.0,PERSONAL,D,6000,14.11,0.21,N,4,yes
29,48000,OWN,0.0,VENTURE,C,6000,14.27,0.13,N,7,no
28,69996,RENT,8.0,DEBTCONSOLIDATION,A,3500,6.62,0.05,N,9,no
21,30000,RENT,5.0,VENTURE,B,10000,11.99,0.33,N,4,yes
28,39000,RENT,6.0,MEDICAL,D,10000,14.96,0.26,N,6,yes
35,20000,RENT,4.0,EDUCATION,D,6000,15.99,0.3,N,5,no
24,155000,MORTGAGE,5.0,PERSONAL,A,12000,7.49,0.08,N,4,no
26,64000,MORTGAGE,6.0,DEBTCONSOLIDATION,E,9000,18.64,0.14,N,4,yes
23,52000,OWN,1.0,PERSONAL,B,10000,11.14,0.19,N,2,no
23,44000,MORTGAGE,0.0,MEDICAL,F,2000,19.13,0.05,Y,3,yes
29,36000,MORTGAGE,6.0,PERSONAL,A,8000,6.54,0.22,N,8,yes
24,100000,MORTGAGE,5.0,PERSONAL,B,14000,10.75,0.14,N,3,no
38,30000,MORTGAGE,8.0,PERSONAL,C,10000,11.22,0.33,Y,17,no
25,77000,MORTGAGE,1.0,DEBTCONSOLIDATION,F,7200,18.53,0.09,N,3,yes
23,15000,OWN,4.0,DEBTCONSOLIDATION,C,4000,13.98,0.27,N,4,yes
35,75573,MORTGAGE,9.0,HOMEIMPROVEMENT,B,22000,9.88,0.29,N,8,no
22,36000,RENT,6.0,VENTURE,B,12000,11.49,0.33,N,2,yes
24,54000,MORTGAGE,7.0,PERSONAL,A,5000,5.42,0.09,N,4,no
21,10800,RENT,4.0,PERSONAL,B,2500,8.88,0.23,N,2,yes
39,42000,RENT,0.0,PERSONAL,D,11000,13.55,0.26,N,12,yes
57,15840,RENT,2.0,MEDICAL,B,3000,10.38,0.19,N,20,yes
27,125000,RENT,3.0,DEBTCONSOLIDATION,B,20000,9.25,0.16,N,8,no
25,26400,MORTGAGE,1.0,HOMEIMPROVEMENT,B,4000,10.74,0.15,N,3,no
24,42000,RENT,8.0,HOMEIMPROVEMENT,B,4000,11.86,0.1,N,2,yes
24,42000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,3500,8.94,0.08,N,3,yes
45,59000,MORTGAGE,5.0,MEDICAL,A,9000,7.9,0.15,N,16,no
38,48000,OWN,,VENTURE,A,7600,7.88,0.16,N,11,no
36,26000,RENT,,DEBTCONSOLIDATION,B,8500,10.62,0.33,N,14,yes
22,19800,RENT,4.0,MEDICAL,A,8000,,0.4,N,4,yes
29,108000,MORTGAGE,2.0,PERSONAL,D,24500,12.61,0.23,N,9,yes
23,18000,OWN,3.0,EDUCATION,A,4000,5.99,0.22,N,2,yes
28,72000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,12000,6.92,0.17,N,7,no
24,143000,RENT,7.0,VENTURE,E,9000,16.45,0.06,Y,4,yes
25,42000,RENT,1.0,MEDICAL,B,6000,,0.14,N,4,no
29,70000,RENT,0.0,PERSONAL,B,4000,10.99,0.06,N,5,no
30,10800,OWN,,PERSONAL,B,2400,9.99,0.22,N,7,yes
22,75000,RENT,0.0,VENTURE,A,10000,6.54,0.13,N,4,no
22,34000,RENT,7.0,EDUCATION,C,1800,,0.05,N,2,yes
29,40800,RENT,,VENTURE,B,2700,11.71,0.07,N,7,no
25,64000,RENT,7.0,EDUCATION,D,8000,15.28,0.13,N,4,yes
25,18000,RENT,3.0,VENTURE,C,8500,10.28,0.47,N,2,yes
32,34000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,2800,9.32,0.08,N,7,no
22,60000,MORTGAGE,6.0,PERSONAL,A,10000,8.9,0.17,N,4,no
23,26000,RENT,4.0,EDUCATION,B,8300,9.99,0.32,N,4,yes
24,73600,MORTGAGE,7.0,HOMEIMPROVEMENT,B,24000,11.36,0.33,N,2,no
26,46000,RENT,2.0,DEBTCONSOLIDATION,D,25000,11.86,0.54,N,4,yes
24,63000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,7000,,0.11,N,3,no
23,30000,RENT,3.0,VENTURE,B,5600,,0.19,N,4,no
28,37000,RENT,0.0,DEBTCONSOLIDATION,D,14000,14.42,0.38,N,10,yes
35,123000,RENT,2.0,PERSONAL,E,25000,17.19,0.2,Y,8,yes
25,54000,RENT,,PERSONAL,D,12000,16.77,0.22,N,4,yes
28,42000,RENT,4.0,MEDICAL,A,5000,5.42,0.12,N,5,no
32,36500,RENT,2.0,DEBTCONSOLIDATION,E,20000,,0.55,Y,8,yes
28,45996,RENT,0.0,MEDICAL,D,11000,14.74,0.24,Y,7,yes
30,50000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,10000,6.62,0.2,N,7,no
24,98004,RENT,0.0,DEBTCONSOLIDATION,D,16000,16.32,0.16,N,2,yes
23,130000,MORTGAGE,,MEDICAL,A,6000,5.42,0.05,N,2,no
23,42000,RENT,7.0,VENTURE,A,9000,8.49,0.21,N,4,no
30,65000,MORTGAGE,6.0,PERSONAL,A,17500,,0.27,N,8,no
30,40000,RENT,1.0,DEBTCONSOLIDATION,A,5500,7.74,0.14,N,10,no
29,70553,RENT,8.0,MEDICAL,C,15000,13.47,0.18,Y,10,yes
24,83300,RENT,0.0,MEDICAL,D,25000,,0.26,N,2,yes
23,19200,OWN,,PERSONAL,A,6000,6.54,0.31,N,2,yes
24,91800,MORTGAGE,8.0,MEDICAL,D,5000,15.99,0.05,N,2,yes
27,54000,RENT,1.0,HOMEIMPROVEMENT,F,12750,,0.24,Y,7,yes
22,37000,RENT,3.0,EDUCATION,B,15000,10.25,0.41,N,4,yes
36,49000,RENT,0.0,DEBTCONSOLIDATION,D,8000,15.31,0.16,Y,13,yes
24,22992,RENT,1.0,HOMEIMPROVEMENT,C,5000,13.06,0.22,Y,3,yes
27,35040,RENT,11.0,MEDICAL,B,2000,10.99,0.06,N,10,no
23,47000,RENT,3.0,VENTURE,B,15000,11.48,0.32,N,4,yes
43,60000,RENT,2.0,EDUCATION,D,10000,13.24,0.17,Y,15,yes
22,179000,MORTGAGE,2.0,VENTURE,B,25000,10.99,0.14,N,4,no
58,900000,RENT,18.0,DEBTCONSOLIDATION,C,19600,13.98,0.02,N,28,no
29,33000,RENT,0.0,EDUCATION,C,6000,15.23,0.18,N,6,no
36,36000,OWN,11.0,VENTURE,A,15000,7.9,0.42,N,12,no
24,65000,RENT,0.0,HOMEIMPROVEMENT,B,23000,11.99,0.35,N,4,yes
28,74400,MORTGAGE,7.0,MEDICAL,B,12000,,0.16,N,6,no
22,40000,RENT,6.0,EDUCATION,C,14000,13.11,0.35,Y,3,yes
25,72500,MORTGAGE,3.0,VENTURE,D,16000,15.28,0.22,Y,4,yes
25,125800,MORTGAGE,0.0,MEDICAL,D,10000,14.09,0.07,N,4,yes
23,47840,RENT,7.0,MEDICAL,B,12000,12.69,0.25,N,4,no
34,19600,RENT,3.0,PERSONAL,B,4500,10.59,0.23,N,9,yes
29,32400,RENT,5.0,VENTURE,A,10275,6.62,0.32,N,8,yes
21,40000,RENT,6.0,DEBTCONSOLIDATION,C,15000,14.27,0.38,N,3,yes
22,108803,MORTGAGE,6.0,MEDICAL,C,10000,12.23,0.08,N,4,yes
31,55000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,8000,7.49,0.15,N,9,no
22,30000,RENT,1.0,EDUCATION,B,12000,10.99,0.4,N,3,yes
24,80400,MORTGAGE,5.0,PERSONAL,A,12000,5.79,0.15,N,2,no
24,40000,RENT,5.0,DEBTCONSOLIDATION,C,13000,14.26,0.33,N,3,yes
24,32000,RENT,,MEDICAL,A,4500,7.29,0.14,N,4,no
26,38000,RENT,10.0,VENTURE,B,10000,,0.26,N,3,no
23,112995,RENT,7.0,VENTURE,A,2500,7.37,0.02,N,3,no
28,30000,MORTGAGE,3.0,MEDICAL,C,6000,13.98,0.2,Y,8,no
22,30000,RENT,7.0,VENTURE,B,10000,11.14,0.33,N,2,yes
34,70000,MORTGAGE,5.0,VENTURE,A,6000,,0.09,N,6,no
29,58500,RENT,1.0,MEDICAL,D,22000,13.67,0.38,N,6,yes
24,98004,RENT,0.0,VENTURE,D,16000,16.32,0.16,Y,4,yes
23,24091,MORTGAGE,5.0,PERSONAL,C,3500,12.99,0.15,Y,2,no
26,60000,RENT,5.0,DEBTCONSOLIDATION,A,12000,6.62,0.2,N,2,no
34,33000,RENT,5.0,DEBTCONSOLIDATION,A,4500,,0.14,N,9,no
22,78996,RENT,1.0,DEBTCONSOLIDATION,D,12000,15.95,0.15,Y,3,yes
27,52275,RENT,7.0,MEDICAL,D,20050,17.58,0.33,Y,10,yes
22,75000,RENT,6.0,EDUCATION,B,6000,,0.08,N,2,yes
26,51000,MORTGAGE,10.0,MEDICAL,D,13000,15.33,0.25,Y,3,yes
24,64500,MORTGAGE,8.0,EDUCATION,C,1200,14.72,0.02,N,2,no
28,36888,RENT,5.0,MEDICAL,C,12000,,0.33,Y,7,yes
22,46800,RENT,6.0,MEDICAL,C,18000,15.23,0.38,Y,2,yes
34,44000,RENT,2.0,VENTURE,B,4000,10.36,0.09,N,9,no
33,51200,RENT,1.0,VENTURE,E,13075,16.7,0.26,Y,8,yes
27,60000,MORTGAGE,11.0,MEDICAL,C,6000,13.35,0.1,N,8,no
29,31200,RENT,2.0,PERSONAL,B,6000,11.46,0.19,N,10,yes
36,35000,RENT,1.0,VENTURE,B,10000,,0.29,N,15,no
36,72800,RENT,3.0,HOMEIMPROVEMENT,D,24000,14.09,0.33,N,16,yes
26,69000,RENT,11.0,HOMEIMPROVEMENT,A,10800,7.51,0.16,N,4,yes
25,49000,MORTGAGE,9.0,PERSONAL,A,7000,6.99,0.14,N,3,no
22,55250,MORTGAGE,2.0,MEDICAL,D,7400,14.84,0.11,N,2,yes
30,44000,RENT,4.0,DEBTCONSOLIDATION,A,15000,6.54,0.34,N,5,yes
27,17000,RENT,2.0,VENTURE,D,4000,14.42,0.24,N,8,yes
22,36021,RENT,0.0,VENTURE,B,15000,,0.42,N,3,yes
27,78000,MORTGAGE,1.0,VENTURE,A,5125,8.59,0.07,N,8,no
31,55560,RENT,11.0,EDUCATION,B,6000,11.99,0.11,N,6,no
26,53000,OWN,8.0,PERSONAL,B,16000,10.25,0.3,N,2,no
22,42000,RENT,2.0,MEDICAL,D,12000,15.65,0.29,Y,3,yes
29,60000,MORTGAGE,0.0,EDUCATION,B,2400,10.75,0.04,N,9,no
23,11820,RENT,,DEBTCONSOLIDATION,C,1000,14.65,0.08,N,3,no
22,54000,RENT,4.0,EDUCATION,C,8000,13.48,0.15,Y,3,yes
22,57200,MORTGAGE,7.0,DEBTCONSOLIDATION,A,7500,7.51,0.13,N,3,no
26,74000,MORTGAGE,1.0,EDUCATION,B,24000,10.74,0.32,N,3,yes
26,70000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,4000,8.49,0.06,N,2,no
29,17004,RENT,8.0,HOMEIMPROVEMENT,A,2200,9.32,0.13,N,5,yes
37,79900,RENT,0.0,MEDICAL,C,25000,13.11,0.27,N,16,yes
23,15600,RENT,,DEBTCONSOLIDATION,A,2500,7.29,0.16,N,3,yes
31,29004,RENT,4.0,HOMEIMPROVEMENT,B,6000,10.75,0.21,N,8,yes
24,52800,RENT,1.0,DEBTCONSOLIDATION,C,8000,12.87,0.15,N,4,no
30,33000,MORTGAGE,3.0,EDUCATION,B,5600,10.59,0.17,N,9,no
24,141000,MORTGAGE,2.0,EDUCATION,B,12000,12.53,0.09,N,4,no
22,100000,MORTGAGE,6.0,EDUCATION,B,9000,,0.09,N,2,no
25,35000,OWN,3.0,EDUCATION,C,3600,13.43,0.1,N,3,no
36,54500,MORTGAGE,6.0,VENTURE,A,20500,6.91,0.38,N,17,no
22,24000,OWN,3.0,VENTURE,B,2500,10.59,0.1,N,2,no
32,29500,MORTGAGE,4.0,EDUCATION,B,7000,10.0,0.24,N,7,yes
27,69996,RENT,12.0,PERSONAL,A,5000,9.63,0.07,N,5,no
24,70000,RENT,5.0,HOMEIMPROVEMENT,B,21500,9.99,0.31,N,3,yes
23,85000,RENT,0.0,DEBTCONSOLIDATION,A,7175,7.49,0.08,N,4,no
34,75500,RENT,0.0,EDUCATION,D,19200,16.77,0.25,Y,7,yes
24,60000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,7000,7.14,0.12,N,2,no
22,14400,RENT,3.0,HOMEIMPROVEMENT,B,8000,9.99,0.56,N,4,yes
29,30000,RENT,0.0,PERSONAL,B,12000,10.36,0.4,N,7,yes
29,40000,RENT,2.0,VENTURE,D,7000,14.91,0.17,Y,8,yes
43,50000,RENT,5.0,HOMEIMPROVEMENT,B,9500,9.88,0.19,N,15,no
25,88000,RENT,0.0,VENTURE,D,25000,14.96,0.28,N,4,yes
36,100000,MORTGAGE,5.0,MEDICAL,A,9350,7.51,0.09,N,14,no
33,117300,MORTGAGE,3.0,MEDICAL,D,16000,15.99,0.12,N,5,yes
28,38196,MORTGAGE,5.0,MEDICAL,B,10750,10.75,0.28,N,10,no
23,86000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,4800,16.0,0.06,Y,3,yes
27,50000,RENT,11.0,HOMEIMPROVEMENT,C,5500,12.73,0.11,N,7,yes
27,33600,RENT,,MEDICAL,D,3000,16.89,0.09,N,8,yes
25,22800,RENT,0.0,MEDICAL,C,6000,13.35,0.26,N,4,yes
